"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.25833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.55,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.65833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.75,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.475,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.25833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.175,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.63333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.70833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.40833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.225,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.1,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.49166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.59166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.68333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.83333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.78333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","KOR","Korea","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.94166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,2.23333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,1.9,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.55833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.80833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.95,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.65,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,4.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.16666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.91666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.11666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.58333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.83333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.06666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.875,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.05,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.45833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.33333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.61666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,5.59166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","LUX","Luxembourg","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,6.69166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,2.50583333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.75666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.97833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.40583333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.91583333333333,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.59578537833333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.5967434775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.7216039175,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.97465474583333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.47906766,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.38087571416667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.23357277083333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,4.95276899333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,4.92946614916667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,4.82895774916667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.35294290916667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.88135597083333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.41904586166667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.320195495,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.49046186,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","MEX","Mexico","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.43323176916667,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.66666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.075,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.66666666666667,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,5.90833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.95833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.08333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.30833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.75833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.06666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.05,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.81666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.19166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,8.35,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.89166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,7,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,5.875,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.86666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.43333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NLD","Netherlands","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,6.15,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.45,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.775,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.025,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.825,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.025,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.875,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.225,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.025,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.475,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,5.85,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,5.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,5.4,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,5.125,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.725,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.325,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,4.1,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NZL","New Zealand","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.6,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.24166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.40833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.66666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.20833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,4.275,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,4.525,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.425,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.55833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.725,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.28333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.73333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.40833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.75833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.63333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,4.5,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.75833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.19166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.875,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.7,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","NOR","Norway","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,4.6,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,16.075,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,18.3083333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,20.0333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,19.75,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,19.1416666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,17.925,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,13.9666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,9.60833333333334,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,7.04166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.11666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,9.675,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,9.65,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.1083333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,10.3416666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.01666666666666,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.525,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.19166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.88333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.85833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.28333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","POL","Poland","ST","Level, ratio or index","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.15833333333333,"B","Break"
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.26666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.375,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.46666666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2003","2003","PC","Percentage","0","Units",,,7.80833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2004","2004","PC","Percentage","0","Units",,,8.16666666666666,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.23333333333334,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2006","2006","PC","Percentage","0","Units",,,9.3,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2007","2007","PC","Percentage","0","Units",,,9.58333333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2008","2008","PC","Percentage","0","Units",,,9.24166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2009","2009","PC","Percentage","0","Units",,,11.225,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2010","2010","PC","Percentage","0","Units",,,12.5833333333333,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2011","2011","PC","Percentage","0","Units",,,13.5166666666667,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2012","2012","PC","Percentage","0","Units",,,16.575,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2013","2013","PC","Percentage","0","Units",,,17.175,,
"LRHUTTTT","Monthly unemployment rate: all persons, s.a.","PRT","Portugal","ST","Level, ratio or index","A","Annual","2014","2014","PC","Percentage","0","Units",,,14.65,,
